checkout_id,member_id,book_id,checkout_date,return_date,first_name,last_name,grade,neighborhood,membership_status,join_date,title,author,genre,pages,publication_year,publisher,Member ID,Book ID,Checkout Date
9137.0,1041.0,519.0,2025-07-27 00:00:00,2025-08-05 00:00:00,Nada,Rashad,7.0,Nasr City,Active,2024-04-02,Kites Over Cairo,Jasmine Wahdan,Friendship,157.0,2014.0,Nile Press,unknown,unknown,unknown
9157.0,1032.0,525.0,2024-03-04 00:00:00,2024-04-03 00:00:00,Nada,Zaki,7.0,Nasr City,Active,2025-10-19,Storms and Sailboats,Mahmoud Rafei,Adventure,297.0,2015.0,Oasis Books,unknown,unknown,unknown
9383.0,1070.0,501.0,2024-07-11 00:00:00,2024-07-31 00:00:00,Ahmed,Zaki,9.0,Zamalek,Active,2025-07-22,The Silver Kite,Amina Darwish,Adventure,128.0,2017.0,Nile Press,unknown,unknown,unknown
9131.0,1034.0,505.0,2025-12-16 00:00:00,2025-12-25 00:00:00,Aya,Wahba,9.0,Nasr City,Active,2025-01-22,Letters to the Nile,Aya Hafez,Historical,216.0,2024.0,Oasis Books,unknown,unknown,unknown
9113.0,1027.0,507.0,2024-06-26 00:00:00,2024-07-08 00:00:00,Mostafa,Fouad,9.0,Nasr City,Active,2023-09-25,Fossils and Fireflies,Dalia Serry,Science,160.0,2024.0,Nile Press,unknown,unknown,unknown
9144.0,1024.0,501.0,2025-11-07 00:00:00,2025-11-25 00:00:00,Youssef,Hegazy,8.0,Nasr City,Inactive,2024-01-04,The Silver Kite,Amina Darwish,Adventure,128.0,2017.0,Nile Press,unknown,unknown,unknown
9005.0,1008.0,513.0,2025-04-20 00:00:00,2025-04-29 00:00:00,Ziad,Saleh,8.0,Maadi,Active,2025-10-28,Circuits for Beginners,Galal Mounir,Science,294.0,2021.0,Oasis Books,unknown,unknown,unknown
9272.0,1044.0,518.0,2025-01-24 00:00:00,2025-02-04 00:00:00,Sherif,Saleh,7.0,Heliopolis,Active,2024-02-19,The Ninth Lighthouse,Hani Nagati,Adventure,163.0,2011.0,Delta House,unknown,unknown,unknown
9283.0,1072.0,513.0,2025-09-17 00:00:00,2025-09-25 00:00:00,Seif,Zaki,9.0,Zamalek,Active,2025-10-21,Circuits for Beginners,Galal Mounir,Science,294.0,2021.0,Oasis Books,unknown,unknown,unknown
9030.0,1018.0,507.0,2025-03-09 00:00:00,not returned,Ahmed,Shafik,9.0,Maadi,Active,2023-01-28,Fossils and Fireflies,Dalia Serry,Science,160.0,2024.0,Nile Press,unknown,unknown,unknown
9291.0,1065.0,526.0,2024-03-25 00:00:00,2024-03-31 00:00:00,Adam,Fahmy,6.0,Zamalek,Active,2025-07-12,The Clockwork Orchard,Mahmoud Rafei,Science Fiction,125.0,2016.0,Delta House,unknown,unknown,unknown
9369.0,1076.0,501.0,2025-06-05 00:00:00,not returned,Dina,Wahba,7.0,Shubra,Active,2025-12-13,The Silver Kite,Amina Darwish,Adventure,128.0,2017.0,Nile Press,unknown,unknown,unknown
9225.0,1059.0,516.0,2025-08-06 00:00:00,2025-08-22 00:00:00,Lina,Halim,7.0,Heliopolis,Active,2024-01-06,The Beekeeper's Almanac,Hoda Bakry,Nature,241.0,2010.0,Nile Press,unknown,unknown,unknown
9256.0,1059.0,521.0,2025-07-09 00:00:00,not returned,Lina,Halim,7.0,Heliopolis,Active,2024-01-06,A Garden of Equations,Karim Elwy,Science,211.0,2024.0,Cairo Young Readers,unknown,unknown,unknown
9234.0,1053.0,525.0,2024-02-13 00:00:00,2024-03-06 00:00:00,Adam,Shafik,9.0,Heliopolis,Active,2024-01-03,Storms and Sailboats,Mahmoud Rafei,Adventure,297.0,2015.0,Oasis Books,unknown,unknown,unknown
9152.0,1030.0,525.0,2025-01-03 00:00:00,not returned,Reem,Osman,Unknown,Nasr City,Active,2025-04-01,Storms and Sailboats,Mahmoud Rafei,Adventure,297.0,2015.0,Oasis Books,unknown,unknown,unknown
9063.0,1018.0,515.0,2024-10-22 00:00:00,not returned,Ahmed,Shafik,9.0,Maadi,Active,2023-01-28,Songs of the Oasis,Hoda Bakry,Poetry,316.0,2022.0,Cairo Young Readers,unknown,unknown,unknown
9161.0,1040.0,519.0,2025-10-11 00:00:00,2025-11-01 00:00:00,Dina,Adel,9.0,Nasr City,Active,2025-12-26,Kites Over Cairo,Jasmine Wahdan,Friendship,157.0,2014.0,Nile Press,unknown,unknown,unknown
9206.0,1050.0,519.0,2024-03-17 00:00:00,not returned,Fares,Adel,6.0,Heliopolis,Inactive,2025-09-10,Kites Over Cairo,Jasmine Wahdan,Friendship,157.0,2014.0,Nile Press,unknown,unknown,unknown
9031.0,1020.0,530.0,2025-12-28 00:00:00,2026-01-05 00:00:00,Rana,Fouad,6.0,Maadi,Active,2025-12-04,The Sandstone Key,Sara Tantawy,Adventure,208.0,2012.0,Oasis Books,unknown,unknown,unknown
9189.0,1032.0,507.0,2025-12-08 00:00:00,2025-12-16 00:00:00,Nada,Zaki,7.0,Nasr City,Active,2025-10-19,Fossils and Fireflies,Dalia Serry,Science,160.0,2024.0,Nile Press,unknown,unknown,unknown
9288.0,1065.0,519.0,2025-03-20 00:00:00,2025-03-31 00:00:00,Adam,Fahmy,6.0,Zamalek,Active,2025-07-12,Kites Over Cairo,Jasmine Wahdan,Friendship,157.0,2014.0,Nile Press,unknown,unknown,unknown
9236.0,1052.0,507.0,2024-09-02 00:00:00,2024-09-29 00:00:00,Retaj,Adel,7.0,Heliopolis,Active,2025-06-07,Fossils and Fireflies,Dalia Serry,Science,160.0,2024.0,Nile Press,unknown,unknown,unknown
9360.0,1077.0,520.0,2024-03-04 00:00:00,2024-03-16 00:00:00,Lina,Rashad,6.0,Shubra,Active,2023-07-08,The Copper Telescope,Jasmine Wahdan,Science Fiction,136.0,2009.0,Oasis Books,unknown,unknown,unknown
9111.0,1027.0,510.0,2024-09-12 00:00:00,2024-10-03 00:00:00,Mostafa,Fouad,9.0,Nasr City,Active,2023-09-25,The Missing Metronome,Diaa Sultan,Mystery,134.0,2013.0,Cairo Young Readers,unknown,unknown,unknown
9342.0,1068.0,501.0,2025-05-28 00:00:00,2025-06-27 00:00:00,Layla,Hegazy,8.0,Zamalek,Inactive,2025-02-24,The Silver Kite,Amina Darwish,Adventure,128.0,2017.0,Nile Press,unknown,unknown,unknown
9380.0,1022.0,513.0,2024-04-22 00:00:00,2024-04-28 00:00:00,Youssef,Fouad,7.0,Maadi,Active,2025-02-28,Circuits for Beginners,Galal Mounir,Science,294.0,2021.0,Oasis Books,unknown,unknown,unknown
9302.0,1061.0,507.0,2024-06-22 00:00:00,not returned,Ziad,Fahmy,9.0,Zamalek,Inactive,2023-04-27,Fossils and Fireflies,Dalia Serry,Science,160.0,2024.0,Nile Press,unknown,unknown,unknown
9173.0,1027.0,532.0,2025-03-10 00:00:00,2025-04-06 00:00:00,Mostafa,Fouad,9.0,Nasr City,Active,2023-09-25,The Last Bookmark,Samir Zohdy,Friendship,337.0,2017.0,Oasis Books,unknown,unknown,unknown
9019.0,1014.0,513.0,2024-03-06 00:00:00,2024-03-23 00:00:00,Habiba,Nabil,6.0,Maadi,Active,2024-07-09,Circuits for Beginners,Galal Mounir,Science,294.0,2021.0,Oasis Books,unknown,unknown,unknown
9143.0,1024.0,518.0,2025-10-02 00:00:00,not returned,Youssef,Hegazy,8.0,Nasr City,Inactive,2024-01-04,The Ninth Lighthouse,Hani Nagati,Adventure,163.0,2011.0,Delta House,unknown,unknown,unknown
9222.0,1050.0,505.0,2024-01-09 00:00:00,2024-02-01 00:00:00,Fares,Adel,6.0,Heliopolis,Inactive,2025-09-10,Letters to the Nile,Aya Hafez,Historical,216.0,2024.0,Oasis Books,unknown,unknown,unknown
9101.0,1020.0,532.0,2025-05-25 00:00:00,2025-06-15 00:00:00,Rana,Fouad,6.0,Maadi,Active,2025-12-04,The Last Bookmark,Samir Zohdy,Friendship,337.0,2017.0,Oasis Books,unknown,unknown,unknown
9316.0,1065.0,513.0,2024-08-25 00:00:00,2024-09-17 00:00:00,Adam,Fahmy,6.0,Zamalek,Active,2025-07-12,Circuits for Beginners,Galal Mounir,Science,294.0,2021.0,Oasis Books,unknown,unknown,unknown
9148.0,1027.0,532.0,2025-07-05 00:00:00,2025-07-26 00:00:00,Mostafa,Fouad,9.0,Nasr City,Active,2023-09-25,The Last Bookmark,Samir Zohdy,Friendship,337.0,2017.0,Oasis Books,unknown,unknown,unknown
9070.0,1018.0,513.0,2025-01-08 00:00:00,2025-02-01 00:00:00,Ahmed,Shafik,9.0,Maadi,Active,2023-01-28,Circuits for Beginners,Galal Mounir,Science,294.0,2021.0,Oasis Books,unknown,unknown,unknown
9139.0,1036.0,521.0,2024-03-14 00:00:00,2024-03-20 00:00:00,Lina,Zaki,7.0,Nasr City,Active,2025-08-05,A Garden of Equations,Karim Elwy,Science,211.0,2024.0,Cairo Young Readers,unknown,unknown,unknown
9043.0,1005.0,505.0,2024-01-26 00:00:00,2024-02-04 00:00:00,Youssef,Halim,9.0,Maadi,Active,2024-05-05,Letters to the Nile,Aya Hafez,Historical,216.0,2024.0,Oasis Books,unknown,unknown,unknown
9187.0,1034.0,502.0,2024-08-11 00:00:00,not returned,Aya,Wahba,9.0,Nasr City,Active,2025-01-22,Desert Compass,Amina Darwish,Adventure,109.0,2018.0,Delta House,unknown,unknown,unknown
9269.0,1054.0,507.0,2025-01-26 00:00:00,2025-01-31 00:00:00,Retaj,Fahmy,6.0,Heliopolis,Inactive,2024-03-21,Fossils and Fireflies,Dalia Serry,Science,160.0,2024.0,Nile Press,unknown,unknown,unknown
9056.0,1010.0,519.0,2025-07-11 00:00:00,2025-07-27 00:00:00,Nour,Nabil,6.0,Maadi,Active,2024-05-15,Kites Over Cairo,Jasmine Wahdan,Friendship,157.0,2014.0,Nile Press,unknown,unknown,unknown
9057.0,1020.0,519.0,2025-02-03 00:00:00,not returned,Rana,Fouad,6.0,Maadi,Active,2025-12-04,Kites Over Cairo,Jasmine Wahdan,Friendship,157.0,2014.0,Nile Press,unknown,unknown,unknown
9140.0,1034.0,513.0,2025-03-06 00:00:00,2025-04-02 00:00:00,Aya,Wahba,9.0,Nasr City,Active,2025-01-22,Circuits for Beginners,Galal Mounir,Science,294.0,2021.0,Oasis Books,unknown,unknown,unknown
9209.0,1058.0,525.0,2024-11-22 00:00:00,2024-12-12 00:00:00,Lina,Mansour,8.0,Heliopolis,Active,2025-07-20,Storms and Sailboats,Mahmoud Rafei,Adventure,297.0,2015.0,Oasis Books,unknown,unknown,unknown
9249.0,1057.0,519.0,2024-10-17 00:00:00,2024-11-03 00:00:00,Ahmed,Fahmy,8.0,Heliopolis,Active,2024-01-12,Kites Over Cairo,Jasmine Wahdan,Friendship,157.0,2014.0,Nile Press,unknown,unknown,unknown
9058.0,1006.0,501.0,2025-03-18 00:00:00,2025-04-09 00:00:00,Layla,Mansour,6.0,Maadi,Inactive,2024-02-12,The Silver Kite,Amina Darwish,Adventure,128.0,2017.0,Nile Press,unknown,unknown,unknown
9366.0,1079.0,503.0,2024-06-23 00:00:00,2024-07-23 00:00:00,Rana,Osman,8.0,Shubra,Active,2024-10-27,The Lantern Maker,Adel Roushdy,Historical,259.0,0.0,Nile Press,unknown,unknown,unknown
9218.0,1044.0,532.0,2025-04-23 00:00:00,2025-05-04 00:00:00,Sherif,Saleh,7.0,Heliopolis,Active,2024-02-19,The Last Bookmark,Samir Zohdy,Friendship,337.0,2017.0,Oasis Books,unknown,unknown,unknown
9355.0,1075.0,515.0,2024-11-10 00:00:00,2024-12-02 00:00:00,Malak,Fahmy,7.0,Shubra,Active,2024-10-28,Songs of the Oasis,Hoda Bakry,Poetry,316.0,2022.0,Cairo Young Readers,unknown,unknown,unknown
9205.0,1053.0,525.0,2024-12-02 00:00:00,2024-12-14 00:00:00,Adam,Shafik,9.0,Heliopolis,Active,2024-01-03,Storms and Sailboats,Mahmoud Rafei,Adventure,297.0,2015.0,Oasis Books,unknown,unknown,unknown
9025.0,1001.0,525.0,2024-10-24 00:00:00,2024-11-07 00:00:00,Salma,Ibrahim,8.0,Maadi,Active,2023-04-05,Storms and Sailboats,Mahmoud Rafei,Adventure,297.0,2015.0,Oasis Books,unknown,unknown,unknown
9124.0,1024.0,525.0,2025-10-14 00:00:00,2025-11-13 00:00:00,Youssef,Hegazy,8.0,Nasr City,Inactive,2024-01-04,Storms and Sailboats,Mahmoud Rafei,Adventure,297.0,2015.0,Oasis Books,unknown,unknown,unknown
9034.0,1015.0,511.0,2025-10-13 00:00:00,not returned,Hamza,Sabry,7.0,Maadi,Inactive,2025-08-13,Winter in Alexandria,Farida Anwar,Historical,117.0,2016.0,Nile Press,unknown,unknown,unknown
9181.0,1041.0,509.0,2025-03-24 00:00:00,not returned,Nada,Rashad,7.0,Nasr City,Active,2024-04-02,Marbles and Mirrors,Diaa Sultan,Mystery,221.0,2011.0,Nile Press,unknown,unknown,unknown
9171.0,1027.0,507.0,2025-05-23 00:00:00,2025-06-19 00:00:00,Mostafa,Fouad,9.0,Nasr City,Active,2023-09-25,Fossils and Fireflies,Dalia Serry,Science,160.0,2024.0,Nile Press,unknown,unknown,unknown
9318.0,1067.0,513.0,2025-07-23 00:00:00,2025-08-17 00:00:00,Aya,Ibrahim,7.0,Zamalek,Inactive,2024-07-03,Circuits for Beginners,Galal Mounir,Science,294.0,2021.0,Oasis Books,unknown,unknown,unknown
9296.0,1065.0,501.0,2024-12-15 00:00:00,2025-01-11 00:00:00,Adam,Fahmy,6.0,Zamalek,Active,2025-07-12,The Silver Kite,Amina Darwish,Adventure,128.0,2017.0,Nile Press,unknown,unknown,unknown
9348.0,1075.0,532.0,2024-07-28 00:00:00,2024-08-25 00:00:00,Malak,Fahmy,7.0,Shubra,Active,2024-10-28,The Last Bookmark,Samir Zohdy,Friendship,337.0,2017.0,Oasis Books,unknown,unknown,unknown
9141.0,1027.0,529.0,2025-02-09 00:00:00,2025-03-03 00:00:00,Mostafa,Fouad,9.0,Nasr City,Active,2023-09-25,Riddles of the Red Sea,Sara Tantawy,Mystery,298.0,0.0,Cairo Young Readers,unknown,unknown,unknown
9094.0,1022.0,527.0,2024-11-22 00:00:00,2024-12-08 00:00:00,Youssef,Fouad,7.0,Maadi,Active,2025-02-28,Notes from the Delta,Mona Kholoussy,Nature,328.0,2017.0,Delta House,unknown,unknown,unknown
9280.0,1054.0,517.0,2024-09-06 00:00:00,2024-09-15 00:00:00,Retaj,Fahmy,6.0,Heliopolis,Inactive,2024-03-21,Shadows on the Corniche,Hani Nagati,Mystery,338.0,2015.0,Delta House,unknown,unknown,unknown
9211.0,1044.0,507.0,2025-04-28 00:00:00,2025-05-25 00:00:00,Sherif,Saleh,7.0,Heliopolis,Active,2024-02-19,Fossils and Fireflies,Dalia Serry,Science,160.0,2024.0,Nile Press,unknown,unknown,unknown
9294.0,1067.0,507.0,2024-11-26 00:00:00,not returned,Aya,Ibrahim,7.0,Zamalek,Inactive,2024-07-03,Fossils and Fireflies,Dalia Serry,Science,160.0,2024.0,Nile Press,unknown,unknown,unknown
9372.0,1076.0,519.0,2025-03-06 00:00:00,2025-04-02 00:00:00,Dina,Wahba,7.0,Shubra,Active,2025-12-13,Kites Over Cairo,Jasmine Wahdan,Friendship,157.0,2014.0,Nile Press,unknown,unknown,unknown
9112.0,1031.0,521.0,2024-07-28 00:00:00,2024-08-22 00:00:00,Ali,Fahmy,8.0,Nasr City,Active,2023-09-08,A Garden of Equations,Karim Elwy,Science,211.0,2024.0,Cairo Young Readers,unknown,unknown,unknown
9001.0,1008.0,501.0,2025-08-23 00:00:00,2025-08-28 00:00:00,Ziad,Saleh,8.0,Maadi,Active,2025-10-28,The Silver Kite,Amina Darwish,Adventure,128.0,2017.0,Nile Press,unknown,unknown,unknown
9328.0,1070.0,501.0,2024-01-28 00:00:00,not returned,Ahmed,Zaki,9.0,Zamalek,Active,2025-07-22,The Silver Kite,Amina Darwish,Adventure,128.0,2017.0,Nile Press,unknown,unknown,unknown
9075.0,1018.0,510.0,2024-07-01 00:00:00,not returned,Ahmed,Shafik,9.0,Maadi,Active,2023-01-28,The Missing Metronome,Diaa Sultan,Mystery,134.0,2013.0,Cairo Young Readers,unknown,unknown,unknown
9149.0,1032.0,507.0,2025-02-09 00:00:00,2025-02-18 00:00:00,Nada,Zaki,7.0,Nasr City,Active,2025-10-19,Fossils and Fireflies,Dalia Serry,Science,160.0,2024.0,Nile Press,unknown,unknown,unknown
9165.0,1030.0,519.0,2025-03-27 00:00:00,2025-04-02 00:00:00,Reem,Osman,Unknown,Nasr City,Active,2025-04-01,Kites Over Cairo,Jasmine Wahdan,Friendship,157.0,2014.0,Nile Press,unknown,unknown,unknown
9255.0,1044.0,509.0,2025-05-24 00:00:00,2025-06-13 00:00:00,Sherif,Saleh,7.0,Heliopolis,Active,2024-02-19,Marbles and Mirrors,Diaa Sultan,Mystery,221.0,2011.0,Nile Press,unknown,unknown,unknown
9304.0,1068.0,519.0,2024-04-16 00:00:00,2024-05-09 00:00:00,Layla,Hegazy,8.0,Zamalek,Inactive,2025-02-24,Kites Over Cairo,Jasmine Wahdan,Friendship,157.0,2014.0,Nile Press,unknown,unknown,unknown
9322.0,1061.0,510.0,2025-10-20 00:00:00,2025-11-15 00:00:00,Ziad,Fahmy,9.0,Zamalek,Inactive,2023-04-27,The Missing Metronome,Diaa Sultan,Mystery,134.0,2013.0,Cairo Young Readers,unknown,unknown,unknown
9317.0,1061.0,507.0,2024-01-26 00:00:00,2024-02-09 00:00:00,Ziad,Fahmy,9.0,Zamalek,Inactive,2023-04-27,Fossils and Fireflies,Dalia Serry,Science,160.0,2024.0,Nile Press,unknown,unknown,unknown
9271.0,1044.0,513.0,2025-04-26 00:00:00,2025-05-06 00:00:00,Sherif,Saleh,7.0,Heliopolis,Active,2024-02-19,Circuits for Beginners,Galal Mounir,Science,294.0,2021.0,Oasis Books,unknown,unknown,unknown
9186.0,1034.0,516.0,2025-07-17 00:00:00,2025-08-03 00:00:00,Aya,Wahba,9.0,Nasr City,Active,2025-01-22,The Beekeeper's Almanac,Hoda Bakry,Nature,241.0,2010.0,Nile Press,unknown,unknown,unknown
9333.0,1072.0,520.0,2025-06-03 00:00:00,2025-06-08 00:00:00,Seif,Zaki,9.0,Zamalek,Active,2025-10-21,The Copper Telescope,Jasmine Wahdan,Science Fiction,136.0,2009.0,Oasis Books,unknown,unknown,unknown
9188.0,1023.0,507.0,2025-05-11 00:00:00,2025-06-08 00:00:00,Hassan,Rashad,8.0,Nasr City,Inactive,unknown,Fossils and Fireflies,Dalia Serry,Science,160.0,2024.0,Nile Press,unknown,unknown,unknown
9371.0,1079.0,528.0,2025-04-22 00:00:00,2025-05-02 00:00:00,Rana,Osman,8.0,Shubra,Active,2024-10-27,The Glass Beehive,Mona Kholoussy,Nature,114.0,2010.0,Delta House,unknown,unknown,unknown
9036.0,1010.0,515.0,2024-11-27 00:00:00,2024-12-24 00:00:00,Nour,Nabil,6.0,Maadi,Active,2024-05-15,Songs of the Oasis,Hoda Bakry,Poetry,316.0,2022.0,Cairo Young Readers,unknown,unknown,unknown
9163.0,1034.0,531.0,2025-12-28 00:00:00,2026-01-02 00:00:00,Aya,Wahba,9.0,Nasr City,Active,2025-01-22,Voices in the Library,Samir Zohdy,Friendship,272.0,2018.0,Oasis Books,unknown,unknown,unknown
9091.0,1008.0,525.0,2024-06-03 00:00:00,2024-06-12 00:00:00,Ziad,Saleh,8.0,Maadi,Active,2025-10-28,Storms and Sailboats,Mahmoud Rafei,Adventure,297.0,2015.0,Oasis Books,unknown,unknown,unknown
9092.0,1019.0,507.0,2025-03-20 00:00:00,2025-03-27 00:00:00,Mostafa,Wahba,6.0,Maadi,Inactive,2024-07-20,Fossils and Fireflies,Dalia Serry,Science,160.0,2024.0,Nile Press,unknown,unknown,unknown
9040.0,1016.0,529.0,2025-01-23 00:00:00,2025-02-11 00:00:00,Dina,Rashad,8.0,Maadi,Active,2023-04-24,Riddles of the Red Sea,Sara Tantawy,Mystery,298.0,0.0,Cairo Young Readers,unknown,unknown,unknown
9376.0,1024.0,518.0,2025-10-22 00:00:00,2025-11-04 00:00:00,Youssef,Hegazy,8.0,Nasr City,Inactive,2024-01-04,The Ninth Lighthouse,Hani Nagati,Adventure,163.0,2011.0,Delta House,unknown,unknown,unknown
9033.0,1020.0,522.0,2025-02-26 00:00:00,2025-03-11 00:00:00,Rana,Fouad,6.0,Maadi,Active,2025-12-04,The Puzzle Merchant,Karim Elwy,Mystery,104.0,2016.0,Cairo Young Readers,unknown,unknown,unknown
9341.0,1065.0,516.0,2025-02-19 00:00:00,2025-03-09 00:00:00,Adam,Fahmy,6.0,Zamalek,Active,2025-07-12,The Beekeeper's Almanac,Hoda Bakry,Nature,241.0,2010.0,Nile Press,unknown,unknown,unknown
9247.0,1044.0,510.0,2025-02-01 00:00:00,2025-02-23 00:00:00,Sherif,Saleh,7.0,Heliopolis,Active,2024-02-19,The Missing Metronome,Diaa Sultan,Mystery,134.0,2013.0,Cairo Young Readers,unknown,unknown,unknown
9184.0,1026.0,501.0,2024-12-15 00:00:00,2025-01-11 00:00:00,Nada,Saleh,7.0,Nasr City,Inactive,2023-11-16,The Silver Kite,Amina Darwish,Adventure,128.0,2017.0,Nile Press,unknown,unknown,unknown
9228.0,1044.0,516.0,2024-12-05 00:00:00,2024-12-26 00:00:00,Sherif,Saleh,7.0,Heliopolis,Active,2024-02-19,The Beekeeper's Almanac,Hoda Bakry,Nature,241.0,2010.0,Nile Press,unknown,unknown,unknown
9331.0,1065.0,525.0,2025-02-17 00:00:00,2025-02-23 00:00:00,Adam,Fahmy,6.0,Zamalek,Active,2025-07-12,Storms and Sailboats,Mahmoud Rafei,Adventure,297.0,2015.0,Oasis Books,unknown,unknown,unknown
9207.0,1044.0,527.0,2025-10-20 00:00:00,2025-11-04 00:00:00,Sherif,Saleh,7.0,Heliopolis,Active,2024-02-19,Notes from the Delta,Mona Kholoussy,Nature,328.0,2017.0,Delta House,unknown,unknown,unknown
9323.0,1072.0,519.0,2024-01-23 00:00:00,2024-01-28 00:00:00,Seif,Zaki,9.0,Zamalek,Active,2025-10-21,Kites Over Cairo,Jasmine Wahdan,Friendship,157.0,2014.0,Nile Press,unknown,unknown,unknown
9337.0,1072.0,529.0,2024-11-13 00:00:00,not returned,Seif,Zaki,9.0,Zamalek,Active,2025-10-21,Riddles of the Red Sea,Sara Tantawy,Mystery,298.0,0.0,Cairo Young Readers,unknown,unknown,unknown
9326.0,1062.0,501.0,2024-08-15 00:00:00,2024-08-21 00:00:00,Tarek,Adel,7.0,Zamalek,Active,2023-01-22,The Silver Kite,Amina Darwish,Adventure,128.0,2017.0,Nile Press,unknown,unknown,unknown
9128.0,1024.0,501.0,2025-06-12 00:00:00,2025-06-19 00:00:00,Youssef,Hegazy,8.0,Nasr City,Inactive,2024-01-04,The Silver Kite,Amina Darwish,Adventure,128.0,2017.0,Nile Press,unknown,unknown,unknown
9123.0,1027.0,511.0,2025-03-23 00:00:00,2025-04-11 00:00:00,Mostafa,Fouad,9.0,Nasr City,Active,2023-09-25,Winter in Alexandria,Farida Anwar,Historical,117.0,2016.0,Nile Press,unknown,unknown,unknown
9003.0,1015.0,501.0,2024-08-04 00:00:00,2024-08-13 00:00:00,Hamza,Sabry,7.0,Maadi,Inactive,2025-08-13,The Silver Kite,Amina Darwish,Adventure,128.0,2017.0,Nile Press,unknown,unknown,unknown
9066.0,1005.0,513.0,2025-07-15 00:00:00,2025-07-31 00:00:00,Youssef,Halim,9.0,Maadi,Active,2024-05-05,Circuits for Beginners,Galal Mounir,Science,294.0,2021.0,Oasis Books,unknown,unknown,unknown
9053.0,1008.0,516.0,2025-07-20 00:00:00,2025-08-08 00:00:00,Ziad,Saleh,8.0,Maadi,Active,2025-10-28,The Beekeeper's Almanac,Hoda Bakry,Nature,241.0,2010.0,Nile Press,unknown,unknown,unknown
9052.0,1019.0,501.0,2024-06-20 00:00:00,2024-06-29 00:00:00,Mostafa,Wahba,6.0,Maadi,Inactive,2024-07-20,The Silver Kite,Amina Darwish,Adventure,128.0,2017.0,Nile Press,unknown,unknown,unknown
9162.0,1030.0,519.0,2025-08-27 00:00:00,2025-09-11 00:00:00,Reem,Osman,Unknown,Nasr City,Active,2025-04-01,Kites Over Cairo,Jasmine Wahdan,Friendship,157.0,2014.0,Nile Press,unknown,unknown,unknown
